,Id,SalePrice
0,2658,134037.05032808887
1,2718,152967.8228801409
2,2414,213541.84973538335
3,1989,120302.42556297494
4,625,196433.6055297283
5,333,76178.10200889333
6,1327,96903.88567674736
7,858,130288.82056275237
8,95,177093.84895089403
9,1568,174835.17735613108
10,2482,163002.62020583352
11,1364,132678.67125487368
12,2584,154197.30775662645
13,818,267240.16154703096
14,2673,176209.73026426783
15,2089,136783.75803065737
16,1297,147526.67406755983
17,790,110258.52618734905
18,2616,233577.50464777573
19,720,207306.0988034978
20,222,143799.32689024223
21,557,117962.27307583805
22,1148,198254.18464792188
23,2766,167828.42862620502
24,534,187137.4927359735
25,1452,103798.27899684798
26,630,111492.76092898095
27,2648,127797.77825020574
28,125,164156.18939480808
29,1904,17424.99258571997
30,1670,86224.08039691433
31,756,79844.8239637934
32,717,254751.74773973873
33,1032,149226.59683696827
34,852,228939.93756842957
35,1731,189422.76188573235
36,2639,115258.56476706587
37,2071,85385.51913037727
38,1267,120693.2892426615
39,1851,194467.7009987728
40,567,150304.09612763458
41,2439,218927.45889727742
42,1898,159559.9982214418
43,647,158581.6426775853
44,2256,235971.93926735892
45,979,107932.38435733266
46,1444,222841.67090027308
47,2485,122685.01636922656
48,157,131175.10309142567
49,88,115921.45528493816
50,2003,104944.50936552434
51,186,223624.1149141795
52,1425,261828.02702528302
53,2695,121811.93366736424
54,738,104801.51105851115
55,395,166068.60280576692
56,1353,173899.42655107536
57,1878,150058.35596450575
58,390,178778.86595613573
59,1456,236575.70759381348
60,1103,313508.4002047306
61,1387,127242.74521918286
62,2070,157094.69032511878
63,1199,181940.50293430028
64,2479,173842.67700115376
65,501,311342.52855737245
66,2362,83188.86664230673
67,1718,200316.9372287378
68,2188,73662.89917395095
69,1483,157719.10752278165
70,2557,79363.09852671943
71,437,310541.4548090072
72,2224,215301.3243665101
73,1628,188579.38079646503
74,397,129974.80821100104
75,587,209328.67584822065
76,971,176444.7686982692
77,2611,144313.31321890064
78,1887,71297.94123689638
79,2399,337360.9514502619
80,2148,211793.265899565
81,304,134178.44947202405
82,1997,116721.34389989002
83,2817,118065.79757958761
84,1431,197691.58365864417
85,427,305440.5314948083
86,263,120864.97256668605
87,598,179037.12752162287
88,2895,269636.4042332982
89,687,156708.36012043076
90,1822,122725.09116646432
91,2191,102155.08844137372
92,179,126615.77191422245
93,1009,215049.80980785
94,2010,120248.35463656991
95,1991,140261.84440956794
96,1411,208096.71797644458
97,1721,237270.9107097303
98,1144,192964.27567545505
99,593,227477.09327109827
100,575,295055.8691923804
101,1249,176466.69998487126
102,1604,122190.66394653585
103,1064,410065.37134499144
104,1923,149751.49137115938
105,1988,115934.27663372498
106,2325,173446.75712711475
107,114,198385.77847174037
108,2700,166956.5725562013
109,217,131410.19063677586
110,343,202150.2136987417
111,386,224378.39459572796
112,2005,126641.41644971276
113,2908,147699.68291118782
114,1814,229776.89509385423
115,2446,466448.4868115205
116,208,135985.6208838969
117,1679,127406.9474676486
118,822,318169.02691586775
119,6,198460.07668060594
120,1781,372579.90734461456
121,2397,293189.78758430755
122,2340,293046.42987192253
123,1618,164822.56361751904
124,2843,110394.741905539
125,1061,341902.1405261454
126,2786,108072.86215959786
127,1935,132098.15449981455
128,1341,116442.58758452156
129,521,280985.4906781979
130,2136,139239.5585489936
131,996,200992.10943907028
132,227,141018.4308432091
133,135,159278.06541025214
134,1167,177949.20056525356
135,294,223177.38203016267
136,1776,198364.8652590459
137,540,185283.0138603141
138,1717,200111.4413756327
139,2303,125837.85893207713
140,116,186407.37207446777
141,127,133184.7263576439
142,1371,140809.10230875312
143,1014,159896.01177472173
144,1507,122528.7469478554
145,702,139796.22140836454
146,750,165761.05062734796
147,261,139146.76343427174
148,1559,54728.49953507626
149,577,227151.95576629502
150,2812,206022.76937097724
151,2080,154525.75993715267
152,1368,136230.45554640976
153,2376,120721.29075839621
154,659,108612.28199129779
155,1235,126540.96484027937
156,332,72715.31722488411
157,1917,144496.07730426703
158,2094,253174.56493226736
159,1460,282011.59805175517
160,1471,216962.5279931393
161,1509,113038.5622501715
162,1922,130163.24795248098
163,433,417320.0797747587
164,460,264608.18838812335
165,1116,265621.63213194156
166,1137,177593.92942928005
167,53,181373.7905583679
168,2354,246252.54000946012
169,1475,200271.60355510068
170,1761,390974.28516936925
171,842,135635.355666598
172,2739,178373.1289433657
173,2509,160622.83791213593
174,1007,201691.27758211707
175,2610,195849.07789135276
176,1952,66077.54231451702
177,2719,157479.5592921108
178,2921,75301.42013734899
179,1966,125247.04937983834
180,292,119833.98110831989
181,1204,216213.01013353228
182,1829,262988.6243647709
183,2419,200476.91477453028
184,391,174439.65956757189
185,798,119565.83302693994
186,481,205934.59367505455
187,193,194601.5423655365
188,555,119158.28379839304
189,899,53219.246505913965
190,2357,216243.05867085973
191,328,128660.83840657579
192,1356,126821.71469916537
193,1154,80179.16091336677
194,1730,181101.6377371577
195,2249,171799.96885605803
196,1119,280382.8916803118
197,2856,124715.19703025295
198,1394,134595.70539422048
199,2587,128246.4347481592
200,61,304600.115681417
201,2661,197731.8420353706
202,2711,117754.71734499809
203,1147,188232.4989627995
204,757,131804.34693885053
205,2623,79074.20652761048
206,2378,152970.26291807852
207,1413,154983.20693981525
208,1722,230156.54031650553
209,1112,220704.17210239352
210,1623,201064.8341071207
211,1201,196597.0512292878
212,1513,99532.20660693845
213,957,403099.30744296586
214,1171,265259.13634014357
215,1145,197551.86299812392
216,2726,244753.11678336788
217,703,161960.9282736808
218,760,111915.92668429803
219,1964,127197.71950130997
220,2512,194517.84090467793
221,159,137010.4229783471
222,1281,190757.26168823865
223,468,175206.6388400031
224,290,136381.54490238632
225,665,96529.04077593767
226,1463,254293.23513583577
227,1792,230938.2608139703
228,923,145025.2726957376
229,500,286818.6848545621
230,1408,177408.33506456827
231,331,80356.69511032937
232,170,143210.34011603444
233,2192,76880.48601308063
234,2571,235560.7178810669
235,2314,178418.23965710396
236,2647,88754.9181307875
237,422,382567.23563678114
238,2457,325075.4869061368
239,1838,191253.37917574606
240,2805,250448.81989172864
241,1645,169121.12186593254
242,1711,290520.0969535731
243,2825,239220.6650257571
244,322,310131.120013006
245,2103,272425.01491341664
246,342,123603.86733128986
247,600,116001.0549743736
248,488,189536.09031512093
249,1725,289198.2728773872
250,2246,280614.2359128999
251,2847,159613.8448899432
252,806,241912.50549632584
253,530,224785.3780237962
254,963,198354.26089330175
255,2678,63224.08644647704
256,171,95126.42452970118
257,2401,378838.2953748488
258,805,238854.6949035222
259,2259,287107.63910903636
260,1748,204003.8973897767
261,1361,134958.7707649569
262,1677,138565.59347856854
263,1406,177238.91025522904
264,2322,239286.1137559099
265,688,175196.5668543346
266,143,133896.89651412418
267,804,226714.88997789397
268,1214,179222.47550435615
269,2828,166450.49664995883
270,1999,180949.39880861755
271,2467,193278.68103793258
272,2665,186965.60276998155
273,1538,361869.8833777592
274,398,111404.73637521494
275,2822,144520.30907607166
276,2157,158772.56786188734
277,1856,177296.4703405131
278,1269,106108.11007509095
279,2570,110961.89553659823
280,2320,248397.35005600093
281,1517,141401.01538311964
282,2304,122716.42319521372
283,1312,95629.25954809826
284,2012,129424.83950608823
285,506,226904.48980204895
286,2865,205886.5232521544
287,2367,125845.37692443671
288,554,102219.42352687352
289,238,129709.34774383268
290,1954,94292.76192638831
291,2488,153381.86476020486
292,2291,67622.95124403614
293,1969,98274.33724853111
294,2725,174356.93475248426
295,1482,157719.10752278165
296,2763,216806.35077937198
297,503,257120.72732314857
298,1584,252677.29797364556
299,1531,129299.82627388643
300,2210,160832.30437243072
301,459,298381.1117939003
302,556,138531.80922423274
303,1347,141620.02804869338
304,1290,63035.79691768874
305,1388,96137.20227861259
306,1571,313142.96638616914
307,2754,206673.2640893745
308,765,117081.1241622059
309,2494,107233.95324970823
310,2870,232045.50624527334
311,7,226971.91415855492
312,1114,251252.3529139603
313,2418,280281.68762704026
314,291,116211.27735837753
315,18,319442.56500794523
316,39,328291.01910755894
317,1001,245212.60556572018
318,2442,236166.61305249593
319,616,111417.72142508434
320,2680,60503.30897932564
321,1414,115306.34098488413
322,289,126145.03522571753
323,40,258441.81148836942
324,860,132694.22649698862
325,409,147783.99902593478
326,673,151950.6758599467
327,2427,185594.03687559156
328,2036,233052.3076803942
329,2564,140173.25189008046
330,642,159729.70574185852
331,1008,193793.9650541995
332,1908,150891.6130807916
333,2519,213566.96279160184
334,1369,112567.53888186131
335,2855,165836.44245252915
336,712,86144.94704324513
337,1943,123707.44080809428
338,1958,132978.56020872173
339,107,175144.903994454
340,2295,221543.3179145627
341,704,112551.3572707441
